tweet,label
"We have to ensure every worker called back on the job has access to regular, reliable COVID-19 testing and effective personal protective equipment. https://t.co/lDPQP3jZkw",fake
#CoronaVirusUpdates: 📍Total #COVID19 Cases in India(as on August 30 2020) ➡️76.6% Cured/Discharged/Migrated (2713933) ➡️21.6% Active cases (765302) ➡️1.8% Deaths (63498) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths Via @MoHFW_INDIA https://t.co/H7ZyPgbF0r,real
#IndiaFightsCorona: These high levels of recovery have resulted in a 100% increase in the number of recovered cases in the past 30 days. @ICMRDELHI #StaySafe #IndiaWillWin https://t.co/YTPQCIuQJH,real
FDA warns no more use of #hydroxychloroquine to treat #COVID19. https://t.co/ZGMZaOUc69,real
It's not entirely clear how the record numbers of new cases will translate into deaths from COVID-19. Here's why it's complicated: https://t.co/ZXFERIyS6I https://t.co/BgyADNSieh,real
UPDATED: Our timeline of President Donald Trump's response to the coronavirus pandemic includes his comments about a speedy vaccine and the Bob Woodward tapes. https://t.co/pgXjssaRCB,fake
Businesses please put up your QR codes. If you’re unwell please seek advice for a test. Here is the full update We have identified 29 cases at this stage - all remain linked to one cluster in Auckland.,real
"@MathGuy_7 @HedgeyeDJ Thank you - extremely insightful. Is there one or two trusted websites that you follow to provide a good summary &amp; update on covid? I follow @chrismartenson and he does a really good job. Recent video touted importance of Vitamin D and elderberry, among other things.",fake
"It’s never a matter of if another pandemic will happen, it’s just a matter of when — and it’s the president’s job to ensure we’re ready.

Donald Trump's careless, shortsighted actions left our nation ill-prepared and now Americans are paying the price. https://t.co/45GVHtxUHA",fake
Please convince your patients to wear masks out in public. https://t.co/g6gXfclpDH via @PaulPauwaert https://t.co/8Usgikdf9c,real
The variation between states/territories is also fascinating. DC told the Washington Post it doesn't report probables because it doesn't have any. Delaware meanwhile with a comparable total case count reports nearly 1000 probable cases.,real
#Fauci says it may be the end of 2021 before we are “back to a degree of normality. https://t.co/ptoOEItec9 https://t.co/5WXgD2EsgI,real
"News18 report says 5,000 students taking COMEDK got COVID-19.",fake
Underlying conditions increase risk of severe coronavirus in at least 20% of patients. https://t.co/mxv4KiAF76,real
As at 04:00 pm 28th March there are 89 confirmed cases 1 death For a breakdown of cases by states in real time please see https://t.co/zQrpNeOfet Currently; Lagos- 59 FCT- 14 Ogun- 3 Enugu- 2 Ekiti- 1 Oyo- 3 Edo- 2 Bauchi- 2 Osun-1 Rivers-1 Benue- 1,real
The cloth face coverings recommended to slow spread of #COVID19 are not surgical masks or N-95 respirators. Those critical supplies must continue to be reserved for healthcare workers and other medical first responders as recommended by current CDC guidance.,real
The Department of Health (DOH) reports fake cigarettes that spread coronavirus have reached the Philippines.,fake
A new @CDCMMWR report shows that young previously healthy adults can take a long time to recover from #COVID19. The study found that nearly 1 in 5 adults ages 18-34 who had milder outpatient COVID-19 had not returned to their usual health after 14-21 days https://t.co/wNrf5tMdzh https://t.co/O3GtRNWhtL,real
"???The COVID-19 future vaccine will come with the ID ??"" a mark. The ID tells everyone you are free of COVID.??�",fake
“Maximum suppression of this virus is the optimal strategy.” Professor Devi Sridhar explains why she believes herd immunity is not an “appropriate way forward” in tackling #COVID19. Get more on the latest restrictions: https://t.co/vldZFRNEAj https://t.co/L96aOQQB3x,real
"A sharepic states that since the beginning of the corona crisis 3,354 people died and 924,000 children are missing",fake
Chinese intelligence officer reveals coronavirus is a bioweapon.,fake
If you're a user of the data this will affect your time series. But this brings California data more in line with the way we track the rest of the nation and we hope we don't have to deal with this issue again.,real
We're building out some slack channels for different types of @COVID19Tracking users. You can sign up here. https://t.co/qUT7juTqE9,real
There were 190 people who had been guests at the hotel from when the people entered on the 16th of June to the 13th when they departed 179 have been contacted referred for testing and we have 156 negative results as of yesterday. Only 11 people are being followed up.,real
An even better piece of news: states reported fewer than 500 deaths. That hadn't happened since March. Yes there will probably be a larger number of deaths reported tomorrow as lagging weekend data gets posted but it is a significant pandemic milestone. https://t.co/DfIu3I5agZ,real
"Prime Minister @ScottMorrisonMP says that the ""epidemiology curve is beginning to flatten"". But is it and how do we know? RMIT ABC Fact Check explores the coronavirus data: https://t.co/1ZuBQhqvKJ #factcheck #coronavirusfacts #datoscoronavirus https://t.co/2VGlrj2isJ",fake
Today we announced the “Stamp it Out” plan for responding to new cases of COVID-19 in the community. Ongoing elimination continues to be our strategy for dealing with COVID-19 to keep New Zealanders safe. There is no evidence of community transmission to date 1/10,real
RT @CDCDirector: CDC recommends using an EPA-registered household disinfectant to protect against the virus that causes #COVID19. Visit the…,real
@ricci_sergienko All that stuff should be coming online in the next few days. It’s hard to build a hardy ops team for a grueling high-pressure data operation while also building a website. We will have visualizations and other presentations of the data soon though.,real
"President Donald Trump tweeted, ""Coronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can't make vaccines when being bombed, not have been possible without peace I created in Israel!""",fake
Our daily update is published. We’ve tracked a total of 1407271 completed tests up from 1267658 yesterday. That's a big jump the biggest yet: 140k. Note: we can only track what a state reports and not all states report all tests. For details: https://t.co/PZrmH4bl5Y,real
Not one politician has died from the virus.,fake
"Hydroxychloroquine. The virus cure.

How fast does this pandemic end if you could start feeling better in as soon as 5 hours?",fake
NYC presumptive deaths are what is causing the discrepancy with the JHU tracker: https://t.co/B8u57NsOE6 https://t.co/5n9AVwPhBf,real
United States and China bribed Madagascan President Andry Rajoelina to poison COVID-Organics a remedy devised by Madagascan researchers against COVID-19.,fake
It's important to remember that diagnostic testing only captured a small % of the actual infections in the Northeast outbreak. Though we are setting records for *confirmed cases* — there were almost certainly more total infections at the spring peak than there are right now. https://t.co/fZfu8AqHTf,real
Looking at 2019 Census estimates the demographic picture in South Dakota has become a bit more diverse but the larger point stands. https://t.co/kotHUYEyk6 https://t.co/w0jBM4rKh1,real
_Israel has found a cure and a vaccine for coronavirus._,fake
"""Our (COVID-19) numbers are better than almost all countries.""",fake
Donald Trump will always put his wealthy and well-connected friends first — that should come as no surprise. But to allow the banks to do it on the backs of small business owners in the middle of a global pandemic is a new low — even for him. https://t.co/tG1rVOeZxs,fake
Olympics Postponement Has Messed Up Drug Cheats' Careful Planning https://t.co/CJxrZaVBSP #drugs #coronavirus #cheating #olympicgames,fake
Georgia Gov. Brian Kemp ???mandates restaurants reopen??�,fake
Says Anthony Fauci ???is married to Ghislaine Maxwell???s sister.??�,fake
#HCPs: You may feel concerned about patients increasing their use of alcohol or other substances during COVID-19. Here are some answers to questions about #COVID19 risks and treatment options for patients who use drugs or have a substance use disorder: https://t.co/vAEXTXPs8S. https://t.co/yDTiiIp02r,real
Video shows COVID-19 patients lying dead on the ground in India.,fake
An 18 country recommendation for managing acute ischemic stroke in COVID-19. https://t.co/3nrG7kKHfq https://t.co/zm1p5h9Cvt,real
Yesterday our laboratories processed 3289 tests bringing the total number of tests completed to date to 490232. There were 720 swabs taken in managed isolation and quarantine facilities yesterday. Thanks to everyone who has come forward to be tested.,real
We continue to progress our contact with the people who left managed isolation facilities between June 9 and June 16.​ ​ We have already followed up with all 55 people who left our facilities under a compassionate exemption.,real
President Donald Trump ???will evoke (sic) what is called the Stafford act??� and ???order a two week mandatory quarantine for the nation.??�,fake
Reported deaths were also low today just 629. If these numbers keep up the 7-day average will fall below 1000. https://t.co/3CBsTnd2zX,real
We’re half a year on from WHO sounding its highest alarm by declaring the #COVID19 outbreak a Public Health Emergency of International Concern. At the time on 30 January there were just 100 cases outside of China and no deaths-@DrTedros,real
RT @factchecknet: After launching #COVID19 chatbots for @WhatsApp in English Spanish and Hindi @factchecknet is proud to announce a 4th l…,fake
Drinking unsweetened black tea before the sun rises cures coronavirus. This was prophetised by a newborn baby who died shortly after uttering the cure.,fake
On the left we see the hotspots we've been tracking for weeks. On the right southern states that may be following behind them—cases have quadrupled since June 1. https://t.co/sKRJ6gNVKv,real
If you only read three stories... 🔴 PM does not want lockdown but says second wave 'is coming' https://t.co/oizCFyNE14 🔴 UK R number between 1.1 and 1.4 https://t.co/jehgq9PMpk 🔴 Amal Clooney quits UK envoy role over plans to break international law https://t.co/mfFzZ8zala https://t.co/QFCkG59GwU,real
???She???s just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.??�,fake
RT @WHOPhilippines: Skin-to-skin care and early exclusive breastfeeding helps a baby to thrive. A woman with COVID-19 should be supported…,real
"Mere pass shab nahi hai 😐😐😐

Seriously this is more dangerous virus the fake Azadi the the coronavirus. 

https://t.co/8UhSjJXrXP",fake
More testing less social distancing fewer masks. https://t.co/82mUjpRtoi,real
"Cindy McCain Becomes Second Republican to Join Joe Biden's Transition Team https://t.co/xZbXYWJo7b I, too, am widow of distinguished US military officer.Would not affiliate w/ Biden-deep $$$ ties to adversary CCP that stuck down Americans in launched bioweapon/COVID19 on US soil.",fake
"@Aball001Andrea @kylegriffin1 @MarkedByCovid Why does he continue to ignore experts and downplay the virus? Why does his cult continue go along with it, despite the evidence? The answer lies in psychology. Experts accurately predicted how he'd react in a real crisis. MSM shut them out. This book was published in 2017. https://t.co/YyckUgsd6G",fake
@James_Gross Well they are now reporting quite effectively. It's just they refuse to put their numbers in a table or dashboard for reasons that are beyond me.,real
This has been put together by USA students to thank India for supply of Hydroxychloroquin. Proud moments.,fake
CORRECTION: We noticed an error in our update at 8:35pm. It should be: 14 new cases of #COVID19 have been confirmed in Nigeria: 1 in FCT 1 IN BAUCHI &amp; 12 in Lagos Of the 14 6 were detected on a vessel 3 are returning travellers &amp; 2 are close contacts of confirmed cases https://t.co/Pe6owiXBKB,real
@pronxt @MoHFW_INDIA As per GoI for #COVID19 cases under #HomeIsolation if there is a dip in oxygen saturation less than &lt;95% it is required to contact doctor for medical attention.,real
Coronavirus Cruise Ship Mutiny In Progress https://t.co/TMMVOu4RzD #death #war #pandemic #coronavirus,fake
@PressSec Our fact-check shows a trail of dismissive comments from Trump about COVID-19 from January to mid March. He minimized the threat compared a handful of cases with the seasonal flu and said the U.S. was “lucky.”,fake
RT @drharshvardhan: #COVID19 UPDATE 👉A total of 95735 new cases have been reported in the last 24 hours in the country 👉60% of the tota…,real
If you've followed this account you know that testing has roughly plateaued through the first half of April. That makes the decreasing rate of growth in *cases* less significant than it appears to be. @yayitsrob and @alexismadrigal explain here: https://t.co/CGgAgCNqHf,real
Of the 25 new cases reported 1 case was inadvertently reported from Osun state. This case was from OYO STATE The correct breakdown is as follows: Lagos- 11 Osun- 6 FCT- 3 Edo- 3 Ondo- 1 Oyo- 1,real
"Man Becomes Fluent In Spanish, Completes Physics Degree &amp; Learns To Code While Patiently Waiting For Covid-19 Test Result https://t.co/yqLzdmKxjF",fake
Dr Uma Kumar of AIIMS gave the interview as shown in the video on coronavirus.,fake
"How right-wing extremists, libertarians and evangelicals built Quebec's movement against COVID-19 restrictions | CBC News https://t.co/d8L3GLlzLQ",fake
“Since the onset of #COVID19Nigeria we‘ve trained over 15000 health workers on infection prevention &amp; control (IPC). We’ve developed an online course on IPC to reduce risk of #COVID19 transmission in health care settings” #TakeResponsibility ~@Chikwe_I at @PTFCOVID19 https://t.co/OkLXQAL0sH,real
"In order to combat COVID-19, we need both a decisive public health response and a decisive economic response. I’ve laid out exactly what I would do if I were president during this crisis, take a look: https://t.co/Q58OQW6tQO",fake
Seen those pictures of dolphins and swans returning to Venice's canals? They've been debunked Today we launch CoronaCheck a newsletter with the latest debunked COVID-19 misinformation from around the world: https://t.co/b5r37qINqy #factcheck #CoronaVirusFacts #DatosCoronaVirus,fake
Sadly today there are four people in hospital with COVID-19 - one each at Auckland City and North Shore hospitals and two in Middlemore. All are in isolation on a ward. There are no cases in ICU.,real
RT @CDCemergency: Does wearing a mask mean you don’t have to practice social distancing? The answer is no. Wearing a mask while in public A…,real
"Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",fake
With today’s three new cases and 16 additional recovered cases our total number of active cases is 83.Of those 28 are imported cases in MIQ facilities and 55 are community cases.,real
"A wall will not stop the coronavirus.

Banning all travel from Europe — or any other part of the world — will not stop it.

This disease could impact every nation and any person on the planet — and we need a plan to combat it.",fake
Clarification on the NZ COVID Tracer figures: Number of manual entries per day (7 day average): 16151 Number of manual entries in total: 137385,real
"A short documentary on why the United States is ruining the world by failing to do something about drinking bleach (known as MMS, or Miracle Mineral Solution) as a ""miracle cure"" for coronavirus. There are worse things to Google for. Send tweet!",fake
Patients aged 65+ with RMDs were 5x more likely to be hospitalized for #COVID19. https://t.co/FtuooK9Et5 #EULAR2020 https://t.co/J4LRFqRHPO,real
To support countries in every situation @UNESCO @UNICEF and WHO yesterday published updated guidance on school-related public health measures in the context of #COVID19-@DrTedros https://t.co/MQciofeFj4,real
@couch_maria @butchthorne @ConservVoice @tony80554056 @pjpaton @Smileygirl19683 @Julie34479 @VMaledew @NormanBrennan @RicciGeri @geraintmeysydd Dr. Yan presented evidence Covid 19 is a sophisticated bioweapon created by the Chinese Communist Party using funds Obama channelled through Dr. Faucci&amp; his NIH breaking U.S. law.,fake
Biomagnetism cures coronavirus.,fake
"The government has been accused of making shooting exempt from the new coronavirus restrictions ""for their mates"" after it emerged that groups of more than six can go hunting https://t.co/4oF47uifYQ",real
Videos show pigs being buried in China due to the coronavirus outbreak.,fake
The reasons for disrupted immunization services vary. Even when services are offered people are either unable to access them because of reluctance to leave 🏠 transport interruptions economic hardships restrictions on movement fear of being exposed to ppl with #COVID19 https://t.co/iWBLf9jNo3,real
#COVID19 testing is free of cost in @ICMRDELHI approved Govt labs. In Pvt labs the testing rate is fixed at Rs 2250 by the State Govt. You may also contact #WestBengal #COVID helpline for further clarification: 1800-313-444-222 033-23412600 #COVID__19 #COVID_19 #COVIDー19 https://t.co/9shzHEtV69,real
Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,fake
"BREAKING! After 'loss of taste' is added to list of Coronavirus symptoms, government advises self-isolation for anyone who has recently enjoyed an episode of Mrs Brown's Boys",fake
#FactCheck Don't stop wearing #Masks during #COVIDー19 #pandemic just bcoz u saw some #FakeNews of @WHO's Dr.@mvankerkhove. @WHO has askd everyone to wear masks not discard it. @mvankerkhove has clarified that she was quoted out of context. #FactsMatter https://t.co/EXuKK7Wasa,fake
"Says two patients at Valley Regional Medical Center in Brownsville, Texas, ???are being looked at??� for possible coronavirus infections.",fake
Can You Get Covid-19 From A Toilet Seat? https://t.co/85GGnuPLVP #coronavirus #toilet,fake
An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people citing an interview he gave.,fake
• At Level 2 you will be able to move around the country but follow public health guidelines. More information is available on https://t.co/87bOO8ehz8,real
#covid19 #coronavirus #INDIA #coronavirusupdate America Supports Muslims and thrashed indian Godi media 👇 https://t.co/1RqiQLc6bV,fake
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 76.28% as on August 28 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/V9zUpJjLDh,real
Three stories to read this evening: 🔴UK cases hit four-month high for second day in a row https://t.co/iNzdX1LmRm 🔴PM urged to take 'blindingly obvious' COVID action https://t.co/GwhWaxY6qS 🔴Trump tells Senate to consider his Supreme Court pick https://t.co/lZid9bkh9B https://t.co/w2yZWmJA5F,real
"The COVID-19 pandemic was caused by the 5G network. All influenza pandemics are caused by the ""electrification"" of the earth.",fake
A post says that on 3/22/20 793 people died in Italy and included 232 kids.,fake
Managed isolation in NZ: New Zealand is safely welcoming Kiwis home while keeping our communities protected from COVID-19. All people arriving in NZ must stay in a managed isolation or quarantine facility for at least 14 days &amp; test negative for COVID-19 before returning home. https://t.co/0oEcVTUvcD,real
Russian president Vladimir Putin released 800 lions and tigers across Russia to devour anyone who comes out. Stay home or die hard. GOAT,fake
“It’s all our individual responsibility to assess the risks for ourselves.” Professor Karol Sikora says we “should carry on as we go” to find the right balance in tackling the spread of #coronavirus. Get the latest on #COVID19: https://t.co/N4ZDlImWKK https://t.co/RecbKF4Y1Y,real
There were an estimated 6000 new #coronavirus cases every day in England during the first week of September https://t.co/NOA73f4Y5l,real
The WHO has issued an alert against buying holy colors from China,fake
"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",fake
NZ COVID Tracer has now recorded 621000 registered users. There have been 81048 posters created to date. The Ministry continues to remind New Zealanders to keep a record of where they've been as this remains one of the best tools in the continued fight against COVID-19.,real
#IndiaFightsCorona UPDATES on #COVID19 India’s 60% Total Cases in 5 Most Affected States. https://t.co/nb2WzBOZOc https://t.co/NSzDqiKU1k,real
As of today districts with highest no. of active #COVID19 cases in #Gujarat are: ▪️ #Surat: 3545 ▪️ #Ahmedabad: 3329 ▪️ #Vadodara: 861 ▪️ #Rajkot: 753 ▪️ #Mehsana: 444 #COVID #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/C5IYCxbEzk,real
Queen Elizabeth II has been diagnosed with coronavirus.,fake
216 new cases of #COVID19; 74-Lagos 33-Katsina 19-Oyo 17-Kano 13-Edo 10-Zamfara 8-Ogun 8-Gombe 8-Borno 7-Bauchi 7-Kwara 4-FCT 3-Kaduna 3-Enugu 2-Rivers 6175 cases of #COVID19 in Nigeria Discharged: 1644 Deaths: 191 https://t.co/FbcGTJ06iE,real
Black Magic At Work In Bathroom https://t.co/vhCS7Rgycz #coronavirus #blackmagic,fake
RT @GlobalFund: Report: COVID-19 has potential to disrupt health services - systems becoming overwhelmed intervention to slow #COVID19 inh…,real
Dr. Abdul Rahman Al-Youbi Director of King Abdulaziz University in Saudi Arabia shares the news of a new vaccine for Covid-19 created by Saudi doctors.,fake
RT @MoHFW_INDIA: #CoronaVirusUpdates #IndiaFightsCorona Highest ever #COVID19 recoveries in 24 hrs with 36145 patients discharged. https…,real
"@ImDanThompson No. This is exactly how it was transmitted. Covid is endemic in bats/pangolins. Not come from eating of it as I understand it, but from inhalation of dried droppings in wet markets. Classic vector.",fake
Quotes Joe Biden as saying ???people who have never died before are now dying from coronavirus.??�,fake
Whether a child should go to school depends on their health condition the current transmission of COVID-19 within their community and the protective measures the school and community have in place to reduce the risk of #COVID19 transmission 👉 https://t.co/Cs7uxQRRMN https://t.co/9J5awYg7Oq,real
Swiss government document confirms PCR tests used to detect novel coronavirus,fake
Fact-checking President Trump's ABC town hall claims on coronavirus Joe Biden https://t.co/9mTQmalNmY THREAD: https://t.co/SKeTwbUGfj,fake
Controls at the borders remain for those entering New Zealand including health screening and testing for all arrivals and mandatory 14 day managed quarantine or isolation,real
#IndiaFightsCorona: With 474 new cases of mortality in Maharashtra accounted for more than 40% of the new deaths. #StaySafe #IndiaWillWin @MoHFW_INDIA @drharshvardhan @PrakashJavdekar @ICMRDELHI @PIB_India @DDNewslive @airnewsalerts @IndiaDST,real
Our daily update is published. Sundays and Mondays are when we tend to see the numbers dip—and we see that today. Still: 62k cases rising hospitalizations and a large jump in deaths over last Sunday’s holiday numbers. The 7-day average is now back over 700. https://t.co/5hdQFxQ2OJ,real
(1/4) India has been at the forefront of pioneering testing platforms for ramping up the country’s testing capacity for Covid19. We have crossed the six crore mark in conducting tests for detection of Covid-19 with an average testing of more than 10 lakh samples per day.,real
@PiaBizLaw Kia ora Recovered cases are people who had the virus are at least 10 days since onset and have not exhibited symptoms for 48 hours and have been cleared by the health professional responsible for their monitoring.,real
#CoronaVirusUpdates #IndiaFightsCorona Centre directs 13 dist. from 8 States to focus all efforts to reduce #COVID19 mortality. https://t.co/b5CasVfZGZ @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @mygovindia @COVIDNewsByMIB @CovidIndiaSeva,real
#IndiaFightsCorona: A group of scientists is working on genomic sequences of SARS-CoV-2 to identify genetic variability &amp; potential molecular targets in virus &amp; human to find the best possible answer to combat the #COVID19 virus. #StaySafe #IndiaWillWin 1/2 https://t.co/d7oiT1siwC,real
Update from the @minhealthnz Today there are 2 new cases of COVID-19 to report in managed isolation facilities in NZ It has been 75 days since the last case of COVID-19 was acquired locally from an unknown source. Our total number of active cases is 27 - all are in quarantine,real
RT @PIB_India: #CoronaWatch ◾ 2461190 total confirmed cases ◾ 1751555 cases cured/recovered ◾ 27694416 samples tested Here's the…,real
_A video has been viewed millions of times in multiple posts on Facebook Weibo and Twitter alongside a claim it shows US Vice President Mike Pence delivering empty boxes to a hospital for a publicity stunt during the coronavirus crisis. The claim gained traction online after the the clip was aired on the US television show Jimmy Kimmel Live! hosted by comedian Jimmy Kimmel._,fake
The #COVID19 pandemic may be claiming more casualties than you think. Disruptions to health care and increases in wasting could cause the deaths of 1 million young children in just 6 months. They need urgent action to prevent this unconscionable tragedy 👉https://t.co/pz2DHnRve1 https://t.co/IEpUxJL8ty,real
A video showing rows of black body bags sprawled on the floor was taken from East Avenue Medical Center (EAMC).,fake
PM Forced To Act On Coronavirus After Learning His Voter Base Might Not Exist In A Few Months: https://t.co/fhIYxGiYHG https://t.co/e2QjQOwpsr,fake
CDC's #COVID19 Health Equity Strategy describes what we can do to support those disproportionately affected by COVID-19 like racial &amp; ethnic minority groups essential &amp; frontline workers people living in rural areas or those w/ substance use disorders. https://t.co/OVro238b8r https://t.co/NLedg0ouYi,real
From 23 March until the foreseeable future Microsoft and Sony will shut down their gaming servers during UK school hours.,fake
We'd also draw your attention to a cluster of southern states that are undertested but have rising case loads especially on a per-capita basis: Alabama Arkansas Georgia Mississippi. https://t.co/7yChSLGK6x,real
“The last line of defence is full national action.” Health Secretary @MattHancock says he “does not want to see” a second national lockdown but the government will do what is necessary to “keep people safe”. #KayBurley: https://t.co/Opc8Z4tNib https://t.co/t1cLYEbVRq,real
"A ""poll finds 38% of Americans say they will not drink Corona beer because of the virus.""",fake
Two psychics and a book about CIA have predicted the COVID-19 pandemic.,fake
There were 86 people on this charter flight. All have been contacted and are either in the process of being tested or have been tested. 63 have returned a negative test.,real
#IndiaFightsCorona India registers a record High Recoveries More than 94000 Recovered in last 24 hours. India’s Total Recoveries continue to rise cross 43 lakh today. 5 States contribute 60% of new recoveries https://t.co/YZvHTbwesk https://t.co/LicLapnbHY,real
New update with state data up to midnight eastern: tally shows over 4000 tests. https://t.co/Zc39AZVRge WA and CA have conducted the most tests and have the most cases. Big gaps in our testing capacity knowledge: MA TX GA PA.,real
Final shoutout to Kansas (@KDHE) and Illinois (@IDPH). Thus far they are the only two states breaking out testing by race and ethnicity.,real
"A video of a television presenter where she says ""thank God things get complicated"" referring to the coronavirus in Germany.",fake
RT @CDC_eHealth: CDC leads a new national genomics consortium to help coordinate SARS-CoV-2 sequencing in laboratories across the United St…,real
@MMMHappiness1 All this dont really matter if u havent isolated Covid 19 yet or havent revealed who patient zero is yet,fake
As many as 45% of people with #COVID19 never realize they had the infection. https://t.co/G1fzQBwm1q,real
The first test results for the Moderna vaccine are disappointing.,fake
RT @WHOAFRO: 🤔Is it safe for a mother to breastfeed if she has #COVID19? 🤱🏿Yes! Continue breastfeeding your baby even if you are infected…,real
Type 1 and type 2 diabetes associated with much higher risk of in-hospital death with #COVID19. https://t.co/yAqBeG5ANv,real
Trump’s COVID-19 Test Came Back Positive For Stupidity https://t.co/iwxDyEHwNx #donaldtrump #whitehouse #coronavirus #c19,fake
Coronavirus Is Not Like A Broken Leg https://t.co/gGjYVfJzRC,fake
Shopkeepers sleeping inside shops due to Modi govt's handling of COVID-19,fake
Once covid’a over I’m going to PNG(Papua New Guinea) and getting a visible crocodile skin tattoo so my mom will ever know https://t.co/NjnQKyrjnf https://t.co/OW1UcfCdfJ,fake
#Muradabad #Lockdown2 #coronavirusindia #COVID19Pandemic https://t.co/6SlsDvAE0U,fake
Trump Ignored Coronavirus But Tear-Gassed Portland's Mayor https://t.co/T56jGCmdff #oregon #portland #ghislainemaxwell,fake
Holding breath for 10 seconds acts as test for Covid-19,fake
CDC has information for populations that may need to take extra precautions to protect against #COVID19: https://t.co/wGrCoNVd9T.,real
A video shows bats the main source of the coronavirus on many roofs in Hubei district.,fake
Arizona’s update catches some reporting backlog — a common Tuesday data effect across many states. The 7-day average is often more useful to watch. What's clear: The state’s surge has swamped local testing capacity. This week almost a quarter of tests have come back positive. https://t.co/cdft4OzS4E,real
"Separate crematoriums, graveyards mooted for Covid-19 fatalities https://t.co/suxeenrkrP",fake
Taiwanese president and former president were infected. The former president died.,fake
Pundits Say That Trump (The Default President) Needs To Stop Worrying About Joe Biden https://t.co/ckJ1xdsOVq #donaldtrump #coronavirus,fake
The Gates Foundation was the real agent behind the pandemic.,fake
Just Appendix B gathering all the state orders on testing was a huge chunk of work. Same goes for Appendix D an evaluation of the accessibility of the CDC's Data Tracker.,real
A couple of states in the midwest changed the way they report and affected the topline numbers. Minnesota changed to reporting total tests not people tested. That led to a jump in our data of 45k+ tests. Michigan added probable cases to their total adding 5k cases.,real
Our daily update is published. Six states (AR/CT/KS/KY/NH/RI) did not report by our publish time today. Based on past numbers it looks like many more states reduced testing and reporting over the holiday weekend. 42.5K new cases today. 654K new tests. 209 deaths reported. https://t.co/gqOJHAKu5u,real
Sri Lanka's IDH issues set of instructions to follow to protect from Covid-19 infection,fake
_A video clip of a leading opposition politician in India has been viewed thousands of times in multiple Facebook and Twitter posts alongside a claim that it shows him making a confusing remark about India???s system for classifying regional COVID-19 infections levels._,fake
"#BREAKING: 10 Italian doctors have died due to #COVID19.
They died trying to save people's lives and in return sacrificed theirs.
My condolences to their Families.
#coronavirus #CoronaOutbreak #COVID19italy #covid19ireland",fake
As per WHO’s ‘Protocol and Procedure of Lockdown Periods’ lockdown will be relaxed from April 15-19 and will be re-imposed from April 20 in India.,fake
After revision São Paulo state registers only 26 deaths by COVID-19.,fake
If you have symptoms of Covid-19 take azithromycin ivermectin and acetylcysteine.,fake
Polish government confiscated a coronavirus testing machine which was originally bought by a local hospital in Grodzisk Mazowiecki city.,fake
Survey of people with COVID-19 in Colorado finds half reported close contact with someone with symptoms of or lab-confirmed COVID-19 in the 14 days before showing symptoms. If you have #COVID19 symptoms stay home and avoid contact with others. @CDCMMWR https://t.co/urssmS60ac https://t.co/EcoSyr7Mo3,real
Yesterday our laboratories completed 2191 tests. That brings the total number of tests completed to date to 446367.​⁣,real
We fact-checked Night 3 of #RNC2020: Trump's actions to prevent COVID-19 Biden on school choice and defunding the police. And no James Madison did not sign the Declaration of Independence. https://t.co/LnTQlRaRuu https://t.co/cLBLbRXWoJ,fake
A video of a 14-year-old Indian boy named Abhigya Anand who was alleged to have predicted the coronavirus in 2019.,fake
Thousands volunteer to be infected with coronavirus in the hopes of accelerating a vaccine https://t.co/Dx3GoeBViM,fake
This is because of effective implementation of Centre led policies ensuring efficient clinical management in hospital settings for critical patients and supervised Home Isolation for moderate &amp; mild ones.,real
NEWS! Boris Johnson proposes ‘moonshot’ plan to defeat Covid using Jedi space magic https://t.co/7pspGdZajb https://t.co/AkUhSRYl4K,fake
Protect yourself from #COVID19 while getting gas. Use disinfecting wipes on handles &amp; buttons of gas pump before you touch them. After you get gas &amp; pay wash your hands or use hand sanitizer with &gt;60% alcohol. For more tips visit: https://t.co/qOJIH3XUI5. https://t.co/kkD0WWKq7x,real
That said the dynamics of COVID-19 deaths in this second surge remain complicated. Deaths are not falling everywhere. In Arizona for example daily average deaths have tripled since June. https://t.co/8VQEnFCUKR,real
RT @CDCtravel: Looking for #COVID19 risk in a certain destination? Check out CDC’s COVID-19 travel recommendations for each country: https:…,real
"Bill Gates didn't say people ""don't have a choice"" about being vaccinated for the coronavirus https://t.co/T0bbPhgPCF",fake
Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,fake
